,id,tweet,subtask_a,subtask_b,subtask_c
374,95773,  she fake vote out now wants sympathy,OFF,TIN,IND
375,94397,  ask antifa  which one like amp respect,NOT,,
376,51053,kids different women american jobless men nigerian men bomb,OFF,TIN,OTH
377,21635, by banning ammunition guns still legal why instate gun control keep   watch firearms,NOT,,
378,80767,   dont anything trump conservatives refuse trade business,NOT,,
379,63772,   got signing bookhe cute ,NOT,,
380,14131, this russian agent disgrace hey old creep  going die prison you trump sold america russians its time time years crimes scumbag,OFF,TIN,IND
381,62738,  wow salinsky tactics,NOT,,
382,33709, what insanely ridiculous bullshit,OFF,UNT,
383,98754, nhs way populated country conservatives privertised nhs buys,NOT,,
384,53995, we shouldnt surprised these pigs worked neonazis unmask antifa protestors and local coverage shit journos like  didnt cover at all we rely  investigative coverage ,OFF,TIN,GRP
385,52965,  gun control anyone disarmhate,NOT,,
386,19654,  im gun controlpractice reading comprehension first,NOT,,
387,46633,  i beginning believe liberals sociopaths none people believe rule law you evidence crime go confirmbrettkavanaughnow,NOT,,
388,82171,  because  americans lazy vote nonvoters skew liberal and many liberals vote throw vote away rd party losers next question,OFF,TIN,OTH
389,54467, i cant wait see maga tat across chest picture mueller,NOT,,
390,50936,  im sure call gated communitys private security firm bull connors though its funny now liberals love privatization police,OFF,TIN,GRP
391,97580,  wonder many children molested,OFF,TIN,IND
392,18747,  you amazing i admire much always able raise ugliness amp hatred you show us grace is,NOT,,
393,54991,  oh england your views gun control stopped mattering ,OFF,TIN,IND
394,55051,      this antifa party amp sudden expect us believe care anyone besides themselves nope,OFF,TIN,OTH
395,59090,antifa caught off guard after getting confronted by the last person they  via ,NOT,,
396,23159, ouch,OFF,UNT,
397,58548,  wonder apologized diamond silk calling minstrel show he fired making faces,OFF,TIN,IND
398,41277, which its awesome kavanaugh didnt shake gun control dads hand sorry kid killed gun its future judges fault happened omg white people cities silly,OFF,TIN,GRP
399,51592, john podesta spirit cooking pedo heres photo valerie jarrett rather compromising situation maga qanon drainthedeepstate draintheswamp ,OFF,TIN,IND
400,38752,  somebodys terrified what happen american public knows truth doing drainthedeepstate maga trump kag ,NOT,,
401,56068, i love way pisses liberals ,OFF,TIN,GRP
402,29892, was i bet still sloaneshe pretty awesome,NOT,,
403,88585,   my auto correct gggrrr crazy witch,OFF,TIN,GRP
404,14234,  when i turned speech sounded like liberals becoming another nasty party personal attacks various individuals,OFF,TIN,GRP
405,25552,sjw crap andor paedophilia  hollywood tv movies gaming politics comics police publicauthorities like councils  dwp dwpcrimes catholicchurch church vatican islam muslims used weapon  missed anything nhs maybe mbga conservatives,NOT,,
406,56476, who thinks talk referee like expect everyone support her or treat specially,NOT,,
407,97329, another negative democrat refuses disappear,OFF,TIN,IND
408,85409, as elected mp could please explain  still promoting ideas eu already rejected weve  months go nothing appears moving onward  like blind leading blind brexitshambles brexitmeansbrexit ,OFF,TIN,GRP
409,83153, getting paris climate agreement m voters wanted obama committed us b towards agreement we keep paying third world countries going broke it help places like cal m illegals either,NOT,,
410,70465, hes gonna tip two new assholes,NOT,,
411,14118, so cant effected radiation killed i hope mentions lady gaga witch since known immortal witch supreme,OFF,TIN,IND
412,79969, he mike  country living country constitutional republic democracy,NOT,,
413,63792, election season trump dick magnificent dick just tremendous leftists prove russian puppet trump whips dick fit senility conservatives vote trump victory,OFF,TIN,IND
414,71927,science ecology health nature the problem one many gun control  ,NOT,,
415,82293,    interesting demoncraps even inventive enough create cartoons this originally put republicans  liberals koolaide drinkers always been liberals also scum earth prove daily lies,OFF,TIN,GRP
416,48263, can believe president fake id,NOT,,
417,80449,old article going relevant soonclintonfoundation maga clintoncrimes ,NOT,,
418,61995, he needs go joe p,NOT,,
419,32122, all them  ,NOT,,
420,65470,   i think clue leadership liberals temperament  year old children told noyou intellectual brilliance goat please stop tweeting tds making look quite fool,NOT,,
421,86166,  as gun control leftist id rather child responsible parent locked front door didnt let get involved neighbors dv shir  could grab it couldnt leavem shes lucky didnt find first,NOT,,
422,40450,someone please show      front center tonight unless get declass today maga ,NOT,,
423,61533, ajsjjsjdkkdjdk want much hed literally tell die id obey,OFF,TIN,GRP
424,31469,  sorry hear loss friend ,NOT,,
425,53663,  characterizations famous people funny but black cue race baiters ,NOT,,
426,40857,    hes dead so necrophiliac well good knowyou must suck chess never mind  dimensional chessyou cant even think one move ahead let alone manychange twitter handle dumbaf even ish,OFF,TIN,IND
427,48969,  funny conservatives like one theres defected sure mind liberal defected wheres integrity this,NOT,,
428,23228,                                                 they get testy decide paid shill lot end hanging around qanon get used it,OFF,TIN,GRP
429,98137,   how could anyone want vote democrat wants open borders gun control,NOT,,
430,85415, he full blown temper tantrum manafort,NOT,,
431,78473,   trump sick man he toxic mean spirited,OFF,TIN,IND
432,30890,va voters know  right side gun issue gun control gun rights the answer may help determine whether nrafinanced rep comstock wins reelection ,OFF,TIN,GRP
433,92935, oshaeterry thuglife criminal behaved ordinary disposable criminal maga maga magarallyrules texaspolice,OFF,TIN,IND
434,58208, didnt watch dont care maga,NOT,,
435,86626,  she full bunk,OFF,TIN,IND
436,86331, so wait conservatives crying needing safe spaces sudden how liberal elite college them,NOT,,
437,18702, hell boycott mcenroethis much,OFF,TIN,IND
438,87470,  those respect constitution need driven office votedemsout votered therainmakers qanon maga wwgwga ,NOT,,
439,27045,antiantifa is balls,OFF,UNT,
440,14408, i believe correct chico wise chihuahua,NOT,,
441,78567, im going hardcore bitch,OFF,TIN,IND
442,41887, i hope right,NOT,,
443,74595,  she xx,NOT,,
444,26033,  only selfserving  stand reject mrs mays de facto remain surrender now begone insurgent hashtag,NOT,,
445,80107, i used signifing monkey heart played wife like hell,OFF,TIN,IND
446,76439, yeah i think saying addiction life long battle regardless relapsed josh keep demons bay every day,NOT,,
447,50971,  words im speaking behalf cant sit idly people make ass feel like people better that,NOT,,
448,84294, i think one mad she didnt like called trying make bully me ,OFF,TIN,IND
449,62487, he cute,NOT,,
450,53037,   disgusting rangers fan disgusting support breaking union proudtobebritish ,OFF,TIN,IND
451,81018,  its almost  years ago  something changed gun control discussed nra how nra went backing gun control americas powerful lobby group ,NOT,,
452,10605, they should hopefully voters realise could ended shitshow well midterms,OFF,TIN,GRP
453,54335, booom the mac telling  pay public sector properly have theres magic money tree but disaster it means nhs crisis competing sectors ,NOT,,
454,81644, you absolutely right smdh,NOT,,
455,62586,  i thought said numbers up someone lied,NOT,,
456,70286,  he pitiful reason economy soaring office president trump get rid pen phone regulations his legacy shattered knows it his speeches him democrats message  vote republican november,NOT,,
457,85157,  its never thateverything color if public safety concern would more gun control eg assault rifles ,NOT,,
458,54395,                rich og followeri   fans follow first hardly ever tweetedso u get honors,NOT,,
459,88302, all fund raising dinner partys oligarchs stories ripping old soviet union pieces personal gain light bulb moment many   brexit lucrative endeavor them,NOT,,
460,14590, some antifa types might even show sort like minig donybrooke then,NOT,,
461,93419,  charts is overall fuck no cardi got ways go catch niki,OFF,UNT,
462,93280,   think missed replies im conference call anti jihadi muslim vets know would disagree gun control seems odd,OFF,TIN,IND
463,97831, look racist white liberals freaking i said tom arnold white privileged,OFF,TIN,GRP
464,82366, hubby rushed shakes fist flick pic thru evening i feed em again by way still boss,OFF,TIN,IND
465,13936, all reinforce fact  much gutter ,NOT,,
466,70315,  omg  really  frankoz  liberals ruins everything  defundpbs,OFF,TIN,GRP
467,17909,               lies top lies antifa democrats way,NOT,,
468,68350, you cant lump small l liberal conservatives far right nutbags,NOT,,
469,83457,  wow never thought id see left actually admitting want shut free speech unless own at least admitting facist after create  facist groupsantifa kkk,OFF,TIN,GRP
470,14877, rip lmao knows  thats im trying hard expose shits since cant never relate anyway,OFF,TIN,IND
471,63762, bullshit,OFF,UNT,
472,34479,   because noncitizens looking free ride backs american taxpayer liberals looking votes its like pyramid they need bring new people bottom support top,NOT,,
473,25407, bono gone dark side globalism,NOT,,
474,78739, i feel pretty fucked cuz i started fine,OFF,UNT,
475,19932,  whats ten commandments,NOT,,
476,67666,we definitely better previous administration i still believe sane people vote head wallet there many closet republicans chips voteredtosaveamerica ignore msm kag maga  ,NOT,,
477,67747,  an excellent idea  she intelligent relentless,NOT,,
478,33095, awful,OFF,TIN,OTH
479,50390, i know anything kkk although i believe democrats fund like always did i think dems main terror group days antifa,OFF,TIN,GRP
